campaign,spend,impressions,first_touch,last_touch,linear,time_decay,cpa_first_touch,rank_first_touch,cpa_last_touch,rank_last_touch,cpa_linear,rank_linear,cpa_time_decay,rank_time_decay,rank_shift_first_vs_last,abs_shift
13661605,15.416938615063344,47858,1013.0,891.0,954.6670668782857,932.4857435777388,0.015219090439351771,176.0,0.017302961408600836,179.0,0.016149021108977788,178.0,0.016533162808379253,181.0,-3.0,3.0
32452108,0.6371202951462778,10145,128.0,115.0,120.17561162740911,119.02737433980437,0.004977502305830295,42.0,0.00554017647953285,44.0,0.0053015773044001405,42.0,0.005352720739074693,42.0,-2.0,2.0
11321105,18.78749843280992,33775,783.0,806.0,800.5961427447585,807.4406684461201,0.023994250872043318,266.0,0.023309551405471363,240.0,0.023466886023706016,254.0,0.023267961556810778,251.0,26.0,26.0
14289571,14.93039382152489,81357,1151.0,1278.0,1205.0932937509156,1229.5277562013757,0.012971671434860894,149.0,0.011682624273493654,111.0,0.01238940910130971,132.0,0.012143193796333903,126.0,38.0,38.0
13300118,2.719503329226486,11747,103.0,96.0,102.2103957178362,99.36513485261206,0.026402944943946467,288.0,0.028328159679442563,272.0,0.026606915178510746,280.0,0.027368788189743972,279.0,16.0,16.0
11097337,5.288807162663898,26066,885.0,996.0,950.9746465891617,970.1327491521491,0.005976053291145647,50.0,0.0053100473520721865,41.0,0.005561459689417733,44.0,0.005451632436165122,44.0,9.0,9.0
3877975,4.22463415403909,22968,421.0,410.0,431.12862408657924,426.4553195310284,0.010034760460900452,105.0,0.010303985741558755,94.0,0.009799011056131358,96.0,0.00990639337946331,96.0,11.0,11.0
25119476,4.153336134139381,16094,321.0,272.0,302.5042338645687,296.4142045363694,0.012938741850901499,147.0,0.015269618140218311,157.0,0.013729844640782224,148.0,0.014011933539540528,149.0,-10.0,10.0
22445172,1.8780888868056056,11242,82.0,59.0,72.81668994825066,68.96070389986565,0.02290352300982446,258.0,0.03183201503060348,285.0,0.02579201125648976,274.0,0.027234189626786344,278.0,-27.0,27.0
28752986,3.420191369694874,11586,849.0,1043.0,918.8931039232822,945.9130915703968,0.004028493957237778,34.0,0.003279186356370924,28.0,0.0037220775246784563,32.0,0.0036157564581506124,30.0,6.0,6.0
29614010,5.112163016984372,12237,195.0,213.0,215.48351637534756,217.8818063450516,0.026216220599919855,284.0,0.024000765337954796,247.0,0.023724148848952187,258.0,0.023463010072940296,252.0,37.0,37.0
3884873,0.969551623681184,14775,113.0,108.0,110.19013099926887,109.90973167473408,0.008580102864435257,85.0,0.008977329848899852,77.0,0.008798897096216512,79.0,0.008821344651722622,79.0,8.0,8.0
884761,5.412405740176586,20375,217.0,238.0,240.9352483052989,241.85850492832392,0.024941961936297632,275.0,0.022741200588977252,234.0,0.02246415075521995,248.0,0.02237839740959526,245.0,41.0,41.0
24321351,2.8629931192418057,10650,148.0,127.0,131.81930517041124,129.77396763729902,0.019344548102985172,234.0,0.02254325290741579,229.0,0.021719073056413334,244.0,0.022061382350915638,242.0,5.0,5.0
27990027,2.9727214984916084,13636,166.0,125.0,151.06296076661982,146.11840584368105,0.017907960834286796,216.0,0.023781771987932868,242.0,0.019678692138731645,224.0,0.020344606699801093,225.0,-26.0,26.0
17132183,1.793139882940606,13069,126.0,101.0,104.80468631045137,101.56339505479622,0.014231268912227032,167.0,0.017753860227134714,181.0,0.017109348313194557,190.0,0.01765537556098,190.0,-14.0,14.0
9097339,8.47793251343741,20835,287.0,224.0,261.9201750749695,249.18016126226922,0.029539834541593767,301.0,0.03784791300641701,304.0,0.03236838288998077,303.0,0.0340233045459592,305.0,-3.0,3.0
20530187,2.6894282731219823,12494,102.0,79.0,92.74897616371732,88.02924638981403,0.02636694385413708,286.0,0.03404339586230357,291.0,0.028996851333158605,292.0,0.03055153126283243,294.0,-5.0,5.0
1415896,4.623120446665971,11965,275.0,235.0,249.24504046120495,243.4120988573773,0.01681134707878535,202.0,0.019672852964536046,204.0,0.018548495240311755,210.0,0.01899297721176465,212.0,-2.0,2.0
27031690,0.8055758929902994,10370,106.0,117.0,117.54402874231434,117.67247203945816,0.007599772575380183,71.0,0.006885264042652132,55.0,0.006853396991831219,57.0,0.006845916288052248,57.0,16.0,16.0
29389116,15.576923436994388,36163,722.0,588.0,656.9935170316079,638.5918008949627,0.021574686200823253,253.0,0.026491366389446238,264.0,0.02370940204611636,257.0,0.02439261421014787,260.0,-11.0,11.0
5686703,15.86151472587443,67793,834.0,816.0,832.09661410688,823.6266248997212,0.019018602788818263,230.0,0.019438130791512784,199.0,0.019062107040177276,215.0,0.019258137420952868,214.0,31.0,31.0
9100690,8.495005983278714,41535,5525.0,6174.0,5765.102299181934,5881.812964778641,0.0015375576440323465,13.0,0.001375932294019876,12.0,0.0014735221583984995,13.0,0.0014442835965965504,12.0,1.0,1.0
497593,20.475079417701274,191679,1731.0,1549.0,1657.1247404465769,1624.7875288112582,0.01182846875661541,131.0,0.013218256564042139,134.0,0.012355786452251908,131.0,0.012601696563169363,133.0,-3.0,3.0
3144706,9.983543680091543,29905,155.0,105.0,133.1521357236799,120.80281212466313,0.06440995922639706,339.0,0.09508136838182422,335.0,0.07497847199995052,338.0,0.0826433052716436,338.0,4.0,4.0
30752994,8.001536751680034,49911,331.0,229.0,287.52651978001444,270.3035629641505,0.024173827044350553,268.0,0.03494120852262023,297.0,0.027828865169731064,285.0,0.029602039514148956,287.0,-29.0,29.0
11843320,1.9265094028521137,18463,138.0,80.0,105.7329696196344,95.49566428874668,0.013960213064145752,162.0,0.024081367535651422,248.0,0.01822051730678304,207.0,0.020173789220702197,224.0,-86.0,86.0
13300124,3.9628436144889663,19317,455.0,320.0,380.2411303741404,351.177024867498,0.008709546405470255,86.0,0.01238388629527802,124.0,0.010421922558955429,103.0,0.011284461493413984,111.0,-38.0,38.0
4869923,6.601415106665643,15033,255.0,254.0,251.39437231753166,250.8955863731233,0.02588790237908095,282.0,0.025989823254589144,261.0,0.026259200020307197,278.0,0.026311403887544858,273.0,21.0,21.0
2946551,13.04279652289719,48943,1153.0,1025.0,1099.7634664806628,1075.3532487168823,0.011312052491671457,123.0,0.012724679534533843,128.0,0.01185963793163202,123.0,0.012128848393269774,125.0,-5.0,5.0
18323505,6.35943162244311,12791,130.0,84.0,112.04729547997155,105.81722704723032,0.048918704788023924,329.0,0.07570751931479894,334.0,0.05675667221775878,332.0,0.060098263769515055,331.0,-5.0,5.0
27891651,5.51226816307855,23789,472.0,296.0,384.63830495160477,350.0309708227344,0.011678534243810488,126.0,0.018622527577968076,192.0,0.014331043195950296,157.0,0.015747944103695097,172.0,-66.0,66.0
12289574,8.966929809260858,42523,328.0,184.0,258.67343570666907,234.6856620627974,0.02733820063799042,295.0,0.048733314180765534,317.0,0.03466505860860483,310.0,0.03820825580244216,313.0,-22.0,22.0
7686710,19.534571621230644,72214,843.0,768.0,822.361946845001,808.7034708809358,0.023172682824710134,260.0,0.025435640131810735,258.0,0.023754226099803384,259.0,0.024155419538327526,259.0,2.0,2.0
17314989,1.747676555221873,11739,219.0,222.0,223.98479546256777,224.7548114169475,0.00798025824302225,76.0,0.007872416915413842,64.0,0.007802657102740457,68.0,0.007775924992233962,67.0,12.0,12.0
27323541,2.494906523207973,18707,261.0,201.0,224.7042538104263,212.22233508749594,0.00955902882455162,99.0,0.012412470264716282,125.0,0.011103067613988396,115.0,0.01175609778386126,120.0,-26.0,26.0
22274902,2.312316451542452,13149,86.0,57.0,79.885873066574,76.84817924948167,0.026887400599330837,292.0,0.040566955290218455,309.0,0.028945248549958898,291.0,0.030089411019559687,289.0,-17.0,17.0
14576401,6.829091960978532,15752,252.0,193.0,238.12204427580963,226.93032340605006,0.027099571273724334,293.0,0.03538389617087322,298.0,0.02867895738820636,290.0,0.03009334256647195,291.0,-5.0,5.0
2390251,8.834605471761444,48641,496.0,493.0,496.75471626140416,496.9860715321159,0.017811704580164203,215.0,0.017920092234810232,184.0,0.017784643371382636,199.0,0.017776364324509124,192.0,31.0,31.0
2576437,10.89911695961518,128938,914.0,754.0,849.3776572406798,818.0373586666033,0.011924635623211357,133.0,0.014455062280656737,147.0,0.012831885636152075,139.0,0.013323495368696467,140.0,-14.0,14.0
3892353,27.345142655867168,37167,878.0,772.0,854.1395006013233,832.0441913079735,0.031144809403037776,304.0,0.03542116924335125,299.0,0.03201484375399557,301.0,0.03286501238940278,300.0,5.0,5.0
22589171,3.953433218073433,16614,130.0,105.0,117.5651289914599,114.9708137472698,0.030411024754411025,302.0,0.0376517449340327,302.0,0.03362760073491363,307.0,0.034386407203865814,307.0,0.0,0.0
442617,1.869235858358709,11404,156.0,144.0,153.7760195647963,150.62494309370487,0.011982281143325058,134.0,0.012980804571935478,130.0,0.012155574475453715,130.0,0.012409869308271497,130.0,4.0,4.0
26891650,9.80558187126818,30922,3864.0,5235.0,4344.526665962442,4561.207216551023,0.002537676467719508,23.0,0.0018730815417895281,18.0,0.0022569965902363614,19.0,0.0021497777684134057,18.0,5.0,5.0
17288254,6.787772380728814,37940,619.0,584.0,619.3209329708718,610.9045834830589,0.010965706592453658,116.0,0.011622897912206874,109.0,0.010960024148009962,110.0,0.011111018912361863,108.0,7.0,7.0
23852343,8.079408812291359,11602,200.0,164.0,206.08982970794952,194.94630706077396,0.04039704406145679,320.0,0.04926468787982536,318.0,0.03920333586446605,318.0,0.04144427731976798,319.0,2.0,2.0
29614013,3.6301830630874297,14232,191.0,147.0,169.63361254955785,165.22082292570633,0.019006194047578164,229.0,0.02469512287814578,251.0,0.021400140034315927,242.0,0.02197170428523884,241.0,-22.0,22.0
25866076,2.5244263201921253,22429,153.0,117.0,131.78848250682643,127.16600934383243,0.01649951843262827,197.0,0.02157629333497543,220.0,0.019155136110330158,216.0,0.019851423609327568,220.0,-23.0,23.0
14102485,9.631101432653692,13462,91.0,53.0,69.79331139699897,65.4001637916936,0.1058362794797109,345.0,0.18171889495573004,346.0,0.1379946192532687,346.0,0.14726417908263598,346.0,-1.0,1.0
2953716,2.472930659327459,38028,341.0,343.0,343.9436354318057,342.9531923168941,0.007251996068408971,68.0,0.007209710377047986,58.0,0.0071899299901939055,61.0,0.007210694388412144,60.0,10.0,10.0
11289564,7.62596980685708,35239,521.0,581.0,554.9251128754058,565.190077048394,0.014637178132163302,172.0,0.0131255934713547,131.0,0.013742340416605539,149.0,0.013492752467775744,147.0,41.0,41.0
23385780,11.347766354953702,14280,147.0,93.0,132.37996707622472,123.30856152012812,0.07719568948948097,341.0,0.1220189930640183,341.0,0.08572117523204723,341.0,0.09202740032857623,340.0,0.0,0.0
12843317,16.27939762341964,27166,352.0,325.0,349.5784366770557,346.702426826382,0.046248288702896705,326.0,0.050090454225906585,321.0,0.04656865502965425,324.0,0.04695495723072012,325.0,5.0,5.0
13661597,8.411722517213411,41107,380.0,257.0,321.17218134652717,301.14391886987227,0.022136111887403713,255.0,0.03273043781016891,289.0,0.026190694604828254,277.0,0.027932566424654293,282.0,-34.0,34.0
14257845,7.172689513960538,18338,517.0,496.0,507.8745616158299,499.5967053786621,0.013873674108240886,160.0,0.014461067568468827,148.0,0.014122954871258456,154.0,0.014356959196766725,156.0,12.0,12.0
24119478,4.148635244667977,12200,376.0,330.0,354.5533201919026,350.9591926945326,0.01103360437411696,118.0,0.012571621953539324,126.0,0.011701019306271114,122.0,0.011820847924843675,121.0,-8.0,8.0
22419532,4.475217903819702,39020,248.0,197.0,229.85286035672343,222.86213588856094,0.01804523348314396,220.0,0.022716842151369047,232.0,0.019469924789599417,222.0,0.02008065607904553,223.0,-12.0,12.0
6210424,7.091195089597736,21533,383.0,341.0,363.5119278461748,355.7764732819208,0.018514869685633775,224.0,0.020795293517881924,215.0,0.0195074619190996,223.0,0.019931602065150055,221.0,9.0,9.0
13947793,5.906291705168553,23920,100.0,55.0,80.10358762947416,74.96353076662746,0.05906291705168553,337.0,0.10738712191215552,339.0,0.07373317325671602,337.0,0.07878886766360714,337.0,-2.0,2.0
9106407,3.0120195166948376,20877,2004.0,2153.0,2050.841182261565,2080.1194180994044,0.0015030037508457273,12.0,0.0013989872348791628,13.0,0.0014686751674126875,12.0,0.0014480031725519424,13.0,-1.0,1.0
4800911,2.219652933562943,18333,209.0,233.0,226.00704880124664,228.6822767826301,0.010620348964415995,112.0,0.009526407440184305,85.0,0.009821166841194112,97.0,0.009706274420526234,92.0,27.0,27.0
30491418,119.0515204626812,186644,3886.0,3545.0,3726.846785079732,3666.1804445012167,0.030636006295080082,303.0,0.03358293948171543,290.0,0.03194430233603881,299.0,0.03247290259300866,298.0,13.0,13.0
4869922,27.387653357737147,48085,667.0,658.0,669.8595878858503,666.6805224439856,0.04106094956182481,321.0,0.04162257349200174,310.0,0.04088566298524674,319.0,0.04108062623059196,318.0,11.0,11.0
32323516,22.09369547759545,108748,786.0,684.0,750.6365720692406,735.1463560693088,0.02810902732518505,297.0,0.032300724382449485,287.0,0.029433278765902536,293.0,0.030053465266054423,288.0,10.0,10.0
9100693,20.840787765408272,100926,16025.0,18472.0,17037.605765457236,17451.67230437859,0.0013005171772485663,10.0,0.0011282366698467017,10.0,0.001223222796225381,10.0,0.001194200040083228,9.0,0.0,0.0
12121528,34.24369713163576,53027,3081.0,2932.0,2994.4543900592375,2969.8167235919423,0.011114474888554288,122.0,0.011679296429616563,110.0,0.011435705030377283,119.0,0.011530575897026602,117.0,12.0,12.0
14121532,47.79383567314637,94354,5391.0,5161.0,5185.6844931245005,5178.287145602642,0.00886548612004199,88.0,0.009260576569104121,80.0,0.009216495090766585,87.0,0.00922966114649175,84.0,8.0,8.0
14235907,51.163267896228184,63451,2055.0,1964.0,2004.750892471176,2000.3903591362596,0.02489696734609644,274.0,0.0260505437353504,262.0,0.025521010160599693,271.0,0.02557664191019185,267.0,12.0,12.0
26321366,5.166530946932053,42947,947.0,679.0,807.6655936472996,757.3982185398512,0.0054556820981331074,45.0,0.007609029376924967,60.0,0.0063968689363140445,50.0,0.006821419460019777,56.0,-15.0,15.0
15746419,28.46021660860144,45738,841.0,762.0,793.3295598799984,781.2825685730412,0.03384092343472228,312.0,0.03734936562808588,300.0,0.035874393250777674,313.0,0.0364275586751949,309.0,12.0,12.0
27323540,1.5410198399273096,21846,356.0,323.0,339.2072486993888,335.36486434052216,0.004328707415526151,38.0,0.004770959256740897,39.0,0.004543003859251214,38.0,0.004595054532494471,39.0,-1.0,1.0
9500303,9.841154102590462,11140,170.0,171.0,178.96174123363693,178.26483326672633,0.05788914177994389,335.0,0.057550608787078725,325.0,0.054990267946391426,330.0,0.05520524672337235,328.0,10.0,10.0
11500306,7.034574794922971,41625,501.0,444.0,476.5919354996155,461.6379729050868,0.01404106745493607,164.0,0.015843636925502187,167.0,0.014760163298920628,164.0,0.015238293225001415,166.0,-3.0,3.0
30535894,27.457551164019485,72504,1928.0,1939.0,1932.2715460805957,1930.1072883660433,0.014241468446068198,168.0,0.014160676206301952,144.0,0.014209985765051586,155.0,0.014225919631267762,154.0,24.0,24.0
15568932,2.8443324975520317,22990,537.0,514.0,533.6318417637417,531.2057453572154,0.0052967085615494075,44.0,0.005533720812358038,43.0,0.0053301401358491676,43.0,0.0053544836862397405,43.0,1.0,1.0
20938751,17.763486637588127,35375,1435.0,1511.0,1476.0887892660876,1478.5128808675395,0.012378736332814026,139.0,0.011756112930237013,113.0,0.012034158627016024,126.0,0.012014428056362374,122.0,26.0,26.0
4293600,3.292388468643866,29383,324.0,209.0,273.0151344831435,253.11926406649957,0.010161692804456376,108.0,0.015753054873894095,166.0,0.012059362477749908,127.0,0.013007261540468483,136.0,-58.0,58.0
3828354,7.396931027813069,18815,701.0,659.0,681.756031411286,679.4943529891195,0.01055197008247228,110.0,0.011224478039170059,104.0,0.010849821177967239,108.0,0.010885934511852394,107.0,6.0,6.0
16321090,9.134272433278229,28296,777.0,570.0,709.1834339001074,680.5573543721378,0.011755820377449457,130.0,0.01602503935662847,169.0,0.012879985623810897,140.0,0.0134217525893982,143.0,-39.0,39.0
3466867,4.629633887762659,10309,834.0,907.0,876.0722254167616,886.3931620551843,0.005551119769499591,46.0,0.005104337252219029,40.0,0.005284534486366427,41.0,0.005223002710251538,41.0,6.0,6.0
30175072,9.610946726255849,17378,252.0,226.0,246.35697573893952,239.7648023354858,0.038138677485142256,317.0,0.04252631294803473,312.0,0.03901227760012938,317.0,0.04008489416560791,316.0,5.0,5.0
31736975,5.581243743006437,34923,892.0,843.0,866.588925879429,856.2604281699209,0.006256999711890625,54.0,0.006620692459082369,52.0,0.006440474342944664,52.0,0.006518161483808365,52.0,2.0,2.0
17321082,36.74146963824855,90065,1484.0,1299.0,1405.3120280874107,1372.4205499379796,0.024758402721191747,273.0,0.028284426203424598,271.0,0.026144705875927526,276.0,0.026771290797058468,276.0,2.0,2.0
8710016,5.045278410500342,29496,897.0,811.0,841.7663571780877,833.1019336673282,0.005624613612597929,47.0,0.006221058459309916,47.0,0.005993680274196254,48.0,0.006056015724619609,47.0,0.0,0.0
30328739,10.60709099879477,16396,176.0,73.0,125.86355643189988,110.37679125105842,0.060267562493152106,338.0,0.14530261642184616,343.0,0.08427452154932454,340.0,0.09609892513244317,342.0,-5.0,5.0
787943,13.482769659257585,36050,579.0,591.0,594.7271272233684,589.5835015124062,0.023286303383864566,263.0,0.02281348504104498,236.0,0.022670513992198826,250.0,0.02286829537236275,249.0,27.0,27.0
32398755,5.245194592640727,21474,341.0,267.0,294.6339927983418,284.0813882729511,0.01538180232445961,179.0,0.0196449235679428,203.0,0.017802408143145685,200.0,0.01846370374535427,203.0,-24.0,24.0
9100692,6.672558512401219,40265,6250.0,7122.0,6598.284076893506,6754.11099869039,0.001067609361984195,8.0,0.0009368939219883767,7.0,0.0010112566289420327,8.0,0.0009879255039923116,7.0,1.0,1.0
23852329,54.43829981482116,112773,1865.0,1392.0,1716.6265941338743,1609.759019858524,0.02918943689802743,300.0,0.03910797400490026,306.0,0.031712371229043,298.0,0.03381767031167531,304.0,-6.0,6.0
28729609,4.259967989595899,12652,286.0,363.0,309.4751418481544,321.11228033296715,0.014894992970615032,174.0,0.011735449007151236,112.0,0.013765137852933191,150.0,0.013266287994899047,139.0,62.0,62.0
6336377,2.148790019919542,11017,105.0,62.0,79.78382745883134,71.41028484893681,0.02046466685637659,240.0,0.034657903547089385,294.0,0.026932651495421466,282.0,0.030090763878972738,290.0,-54.0,54.0
10383101,2.726129212108673,11380,233.0,203.0,228.9861617596468,221.4890418905096,0.011700125373856967,127.0,0.013429207941422034,136.0,0.01190521379615127,124.0,0.012308190007234316,129.0,-9.0,9.0
8403848,18.17168056856678,85868,1435.0,1174.0,1329.7464544255965,1283.366626660369,0.012663192033844447,144.0,0.015478433192987038,158.0,0.013665522858202547,147.0,0.014159383757589128,153.0,-14.0,14.0
24045154,3.4832393506027053,10092,162.0,172.0,168.4188157556637,169.30787997715262,0.021501477472856207,251.0,0.020251391573271542,208.0,0.02068200833127856,234.0,0.020573403618737378,228.0,43.0,43.0
18436526,1.7458908127703805,23430,249.0,176.0,193.56165625284936,183.54334977902406,0.007011609689840885,60.0,0.009919834163468071,92.0,0.009019817491588962,83.0,0.009512144214826282,88.0,-32.0,32.0
22233130,6.886885671903251,17524,136.0,109.0,125.92293753667091,120.6319452624094,0.050638865234582726,331.0,0.06318243735691055,328.0,0.054691272349786726,329.0,0.05709006562832325,329.0,3.0,3.0
29531983,0.5601734460931371,13563,1246.0,1486.0,1342.5421373835188,1378.6791363116486,0.0004495774045691309,2.0,0.0003769673257692713,2.0,0.00041724831608254734,2.0,0.00040631168728044834,2.0,0.0,0.0
10491643,2.606021708247807,21645,242.0,192.0,229.06000035637726,224.138886067969,0.01076868474482565,114.0,0.013573029730457329,137.0,0.011377026561570303,118.0,0.011626816542032533,118.0,-23.0,23.0
5121547,15.409887441870046,20336,576.0,485.0,551.7691978525216,543.8222568517165,0.026753276808802164,291.0,0.031772963797670195,284.0,0.027928140066254374,287.0,0.028336257385051907,283.0,7.0,7.0
24126625,9.070622382884196,53878,1113.0,826.0,964.7584615659721,925.780546093226,0.008149705644999278,80.0,0.010981383030126145,99.0,0.009401961987626401,90.0,0.009797810529895045,94.0,-19.0,19.0
22723823,1.9733038449059677,15298,136.0,85.0,112.67470410484822,105.62787011753254,0.01450958709489682,170.0,0.023215339351834913,239.0,0.01751328180165205,197.0,0.018681658947683644,204.0,-69.0,69.0
18498193,3.956417640283649,15383,126.0,123.0,126.36577002952458,125.97076761680542,0.03140014000225118,308.0,0.03216599707547682,286.0,0.03130925122649319,297.0,0.031407426620744305,295.0,22.0,22.0
24843279,3.0348673612785606,10357,430.0,481.0,453.14560153980716,465.7866089159133,0.007057831072740839,62.0,0.006309495553593681,49.0,0.0066973338171350625,55.0,0.006515574521006536,51.0,13.0,13.0
20695010,1.0743737445160444,19406,205.0,179.0,187.2966919280988,187.27848864795624,0.005240847534224607,43.0,0.006002087958190192,45.0,0.005736213135726311,45.0,0.00573677068985557,45.0,-2.0,2.0
3291800,7.670265144967384,25744,384.0,353.0,365.7473046242701,361.43080749724743,0.01997464881501923,237.0,0.021728796444666812,222.0,0.020971487822301245,237.0,0.021221946181291695,234.0,15.0,15.0
29091102,1.730994711996664,11139,111.0,101.0,110.3149894575046,106.1712496208737,0.0155945469549249,184.0,0.017138561504917466,177.0,0.01569138265351941,173.0,0.016303798986805403,178.0,7.0,7.0
17288262,6.724338573129613,18009,336.0,284.0,311.235745413299,302.1626146688925,0.02001291242002861,239.0,0.023677248496935255,241.0,0.021605290112805545,243.0,0.022254038874061542,244.0,-2.0,2.0
21016759,1.9737006452313064,17174,465.0,512.0,479.513359345074,491.4444685277794,0.004244517516626465,37.0,0.0038548840727173953,33.0,0.004116049337868322,34.0,0.00401612139647013,34.0,4.0,4.0
2694554,1.5156237570360098,14572,466.0,520.0,489.8178577137596,497.49959384533236,0.003252411495785429,28.0,0.002914661071223096,27.0,0.003094259903283706,27.0,0.0030464824007619233,27.0,1.0,1.0
